erc,title,description,topic,topic_secondary,topic_confidence,topic_other,status,type,category,created,last_call_deadline,withdrawal_reason,author,authors_normalized,requires,required_by,referenced_ercs,in_degree,out_degree,pagerank,dependency_depth,has_security_considerations,has_test_cases,has_reference_impl,spec_word_count,section_count,discussions_to,one_line_summary,notes
7994,Purpose-Bound ERC-20 with Conditional Unlock,"Extends ERC-20 with programmable restrictions, enabling transfers based on multiple unlock conditions as defined in EIP-7291.",tokens-fungible,,high,,Final,Standards Track,ERC,2025-07-29,,,"Anushka Yadav (@64anushka), Akash Kothawade (@akash3927), Atishek Singh (@atisheksingh)",Anushka Yadav (@64anushka);Akash Kothawade (@akash3927);Atishek Singh (@atisheksingh),20;7291,,20;7291,0,2,0.00094087,3,True,False,True,835,8,https://ethereum-magicians.org/t/erc-7994-purpose-bound-erc20-with-multi-condition-unlocking-extension-of-eip-7291/24945,ERC-20 extension with multi-condition unlocking for controlled token disbursement.,"Generalizes ERC-7291 with composable unlock conditions (time, KYC, whitelist, etc.); enables scholarships, aid, payroll use cases."
7996,Contract Feature Detection,Method to publish and detect contract features that lack an ERC-165 interface,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-07-07,,,raffy.eth (@adraffy),raffy.eth (@adraffy),165,,165,0,1,0.00094087,1,True,False,False,432,11,https://ethereum-magicians.org/t/erc-7996-contract-feature-detection/24975,Feature detection method for contract capabilities lacking ERC-165 interface.,Complements ERC-165 with reverse-domain-named features and keccak256-derived 4-byte selectors; used by ENS.
8000,Operator contract for non delegated EOAs,Allowing operating batch executions on behalf of non delegated EOAs,account-abstraction,,high,,Draft,Standards Track,ERC,2025-07-02,,,"Marcelo Morgado (@marcelomorgado), Manoj Patidar (@patidarmanoj10)",Marcelo Morgado (@marcelomorgado);Manoj Patidar (@patidarmanoj10),1153;2771,,1153;2771,0,1,0.00094087,1,True,False,True,867,15,https://ethereum-magicians.org/t/erc-8000-operator-contract-for-non-delegated-eoas/25003,Operator contract enabling batch calls for non-delegated EOAs via standard interface.,Alternative to 7702; uses transient storage for msg.sender context; compatible with ERC-2771 _msgSender pattern.
8001,Agent Coordination Framework,"Minimal, single-chain, multi-party agent coordination using EIP-712 attestations",agentic-workflows,,high,,Final,Standards Track,ERC,2025-08-02,,,Kwame Bryan (@KBryan),Kwame Bryan (@KBryan),712;1271;2098;5267,8107,712;1271;2098;5267,1,3,0.00120746,3,True,False,True,1519,22,https://ethereum-magicians.org/t/erc-8001-secure-intents-a-cryptographic-framework-for-autonomous-agent-coordination-draft-erc-8001/24989,Multi-party agent coordination primitive using EIP-712 attestations and intents.,Single-chain intent + per-participant acceptances; canonical participant lists; lifecycle: Proposed → Ready → Executed; privacy/bonding/cross-chain as modules.
8002,Simplified Payment Verification Gateway,Trustless singleton contract for on-chain verification of Bitcoin transactions through block headers,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-08-07,,,"Artem Chystiakov (@arvolear), Oleh Komendant (@Hrom131)",Artem Chystiakov (@arvolear);Oleh Komendant (@Hrom131),,,,0,0,0.00094087,0,True,True,True,2564,17,https://ethereum-magicians.org/t/eip-8002-simplified-payment-verification-gateway/25038,Trustless singleton SPV gateway for on-chain Bitcoin transaction verification via Merkle proofs.,Permissionless block header submission; PoW-based mainchain tracking; enables Bitcoin collateral in DeFi.
8004,Trustless Agents,Discover agents and establish trust through reputation and validation,agentic-workflows,,high,,Draft,Standards Track,ERC,2025-08-13,,,"Marco De Rossi (@MarcoMetaMask), Davide Crapis (@dcrapis) <davide@ethereum.org>, Jordan Ellis <jordanellis@google.com>, Erik Reppel <erik.reppel@coinbase.com>",Marco De Rossi (@MarcoMetaMask);Davide Crapis (@dcrapis) <davide@ethereum.org>;Jordan Ellis <jordanellis@google.com>;Erik Reppel <erik.reppel@coinbase.com>,155;712;721;1271,8041;8126;8196;8217,155;712;721;1271,4,2,0.00244956,2,True,True,False,3103,24,https://ethereum-magicians.org/t/erc-8004-trustless-agents/25098,"Trustless agent discovery and trust via identity, reputation, and validation registries.","ERC-721 agent identity registry with metadata; reputation scoring on-chain/off-chain; pluggable validation (stake, zkML, TEE)."
8017,Payout Race,Minimal ERC for a single-asset payout bucket that vends its entire balance for a fixed payment amount.,defi,,high,,Draft,Standards Track,ERC,2025-08-31,,,Kyle Thornton (@kyle) <kyle@cowrie.io>,Kyle Thornton (@kyle) <kyle@cowrie.io>,20,,20,0,1,0.00094087,1,True,False,True,1941,15,https://ethereum-magicians.org/t/erc-8017-payout-race/25311,Single-asset payout bucket dispensing entire balance for fixed payment (Dutch auction primitive).,"Deterministic exchange: fills bucket of payout asset, winner pays fixed amount; analogous to Dutch auction; payment can be ETH or ERC-20."
8019,Minimal Wallet-Managed Auto-Login for SIWE,Defines a wallet-local allowlist for automatic signing of ERC-4361 messages when simple match rules succeed.,security-permissions,,high,,Review,Standards Track,ERC,2025-09-02,,,"Ivo Georgiev (@Ivshti), Vijay Krishnavanshi (@vijaykrishnavanshi)",Ivo Georgiev (@Ivshti);Vijay Krishnavanshi (@vijaykrishnavanshi),4361,,4361,0,1,0.00094087,2,True,False,True,1036,13,https://ethereum-magicians.org/t/erc-8019-minimal-wallet-managed-auto-login-for-siwe/25348,Wallet-managed auto-login policy for SIWE message signing with domain/chain/resource matching.,Policy-based auto-signing for trusted SIWE domains; optional ERC-6492 support for hardware wallets via EIP-7702 session keys.
8023,Multi-step Contract Ownership,Contract ownership management with multi-step ownership transfer mechanism for secure smart contract ownership,security-permissions,,high,,Draft,Standards Track,ERC,2025-09-16,,,David Kim (@PowerStream3604),David Kim (@PowerStream3604),,8199,173,1,0,0.00120746,0,True,False,False,1260,7,https://ethereum-magicians.org/t/erc-8023-multi-step-contract-ownership/25475,"Multi-step contract ownership transfer with initiate, confirm, accept stages and time buffer.","3-step transfer (original owner initiates/confirms, new owner accepts); optional time-gated buffer for review/rollback; compatible with ERC-173."
8033,Agent Council Oracles,Multi-agent councils to resolve decentralized information queries,agentic-workflows,,high,,Draft,Standards Track,ERC,2025-09-28,,,"Rohan Parikh (@phiraml), Jon Michael Ross (@jonmross)",Rohan Parikh (@phiraml);Jon Michael Ross (@jonmross),20,,20;8004;5732;162,0,1,0.00094087,1,True,False,False,2417,11,https://ethereum-magicians.org/t/erc-8033-agent-council-oracles/25638,Multi-agent councils resolve queries using commit-reveal-judge flows with bonded incentives.,Introduces role separation between Info Agents (submitters) and Judge Agents (aggregators). Dispute mechanism and reputation integration with ERC-8004 are optional. Core flow uses commit-reveal-judge pattern.
8034,Referable NFT Royalties,"A standalone royalty distribution for Referable NFTs, supporting multiple recipients, reference-based royalty distribution.",nft,,high,,Final,Standards Track,ERC,2025-10-02,,,"Ruiqiang Li (@richard-620) <richard.620.research@gmail.com>, Qin Wang <qin.wang@data61.csiro.au>, Shiping Chen <shiping.chen@data61.csiro.au>, Saber Yu (@OniReimu), Brian Yecies <byecies@uow.edu.au>, John Le <johnle@uow.edu.au>",Ruiqiang Li (@richard-620) <richard.620.research@gmail.com>;Qin Wang <qin.wang@data61.csiro.au>;Shiping Chen <shiping.chen@data61.csiro.au>;Saber Yu (@OniReimu);Brian Yecies <byecies@uow.edu.au>;John Le <johnle@uow.edu.au>,165;712;5521,,165;712;5521;721;2981,0,2,0.00094087,3,True,False,True,3445,17,https://ethereum-magicians.org/t/erc-8034-referable-nft-royalties/25643,Royalty distribution for Referable NFTs supporting multiple recipients and DAG-based propagation.,Standalone from ERC-2981. Includes EIP-712 signature-based configuration. Primary royalty cap of 10% (1000 bps). Reference depth limited to ≤3 to control gas costs.
8040,ESG Tokenization Protocol,"Environmental, Social, and Governance (ESG) asset tokenization with metadata, attestations, and lifecycle integrity.",rwa,,high,,Draft,Standards Track,ERC,2025-09-06,,,Leandro Lemos (@agronetlabs) <leandro@agronet.io>,Leandro Lemos (@agronetlabs) <leandro@agronet.io>,20;721;1155,,20;721;1155;165,0,3,0.00094087,2,True,False,False,1123,9,https://ethereum-magicians.org/t/erc-8040-esg-tokenization-protocol/25846,Overlay interface for ESG asset tokenization with lifecycle states and attestation recording.,"Metadata bound via SHA3-512 digests. Post-quantum ready. Lifecycle: issued → audited → retired (irreversible). Works with ERC-20, ERC-721, ERC-1155."
8041,Fixed-Supply Agent NFT Collections,Create fixed-supply collections of ERC-8004 Agent NFTs with mint number tracking,agentic-workflows,nft,medium,,Draft,Standards Track,ERC,2025-10-11,,,Prem Makeig (@nxt3d),Prem Makeig (@nxt3d),7572;8004;8119,,7572;8004;8119,0,3,0.00094087,3,True,False,True,1587,18,https://ethereum-magicians.org/t/erc-8041-fixed-supply-agent-nft-collections/25656,Fixed-supply collections of Agent NFTs registered in ERC-8004 with mint number tracking.,Supports multiple collections per agent via ERC-8119 parameterized keys. Collection metadata stored in agent's onchain metadata. Mint numbers 1-indexed and immutable.
8042,Diamond Storage,"Define storage locations for structs using human-readable, meaningful strings.",infrastructure-meta,,high,,Final,Standards Track,ERC,2025-10-11,,,Nick Mudge (@mudgen),Nick Mudge (@mudgen),7201,8110,7201;2535,1,1,0.00134075,1,True,False,True,1818,18,https://ethereum-magicians.org/t/erc-8042-diamond-storage/25718,Standardizes diamond storage pattern using keccak256 hash of human-readable identifiers for storage locations.,ASCII-restricted identifiers recommended. Simpler alternative to ERC-7201 for new projects. Formula: keccak256(identifier). Backward compatible with existing diamond storage deployments.
8047,Forensic Token (Forest),A DAG-based token enabling hierarchical traceability and efficient enforcement for compliant digital assets.,tokens-fungible,infrastructure-meta,high,,Draft,Standards Track,ERC,2025-10-15,,,"Sirawit Techavanitch (@MASDXI) <sirawit_tec@live4.utcc.ac.th>, Supache Innet <supachate_inn@utcc.ac.th>",Sirawit Techavanitch (@MASDXI) <sirawit_tec@live4.utcc.ac.th>;Supache Innet <supachate_inn@utcc.ac.th>,165;1155;5615,,165;1155;5615,0,3,0.00094087,3,True,False,True,5634,26,https://ethereum-magicians.org/t/erc-8047-forensic-token-forest/25786,DAG-based token enabling hierarchical traceability with O(1) forensic enforcement for compliance.,Inherits from ERC-1155 and ERC-5615. Soft-delete burning preserves lineage. Token Policy Enforcement (TPEn) uses bitmasks for efficient level-based freezing. Constant-time enforcement relative to DAG size.
8048,Onchain Metadata for Token Registries,A key-value store interface that allows registries to store and retrieve arbitrary bytes as metadata directly onchain.,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-09-30,,,"Prem Makeig (@nxt3d), Rafael Abuawad (@rafael-abuawad)",Prem Makeig (@nxt3d);Rafael Abuawad (@rafael-abuawad),165;7930;8119,8122,165;7930;8119,1,3,0.00110082,1,True,False,True,2124,28,https://ethereum-magicians.org/t/erc-8048-onchain-metadata-for-multi-token-and-nft-registries/25820,"Onchain key-value metadata store for ERC-721, ERC-1155, ERC-6909 tokens with optional Diamond Storage.",Supports parameterized keys per ERC-8119. Optional metadata contract reference via ERC-7930 interoperable addresses. ERC-721T profile reserves keys for agent metadata.
8049,Contract-Level Onchain Metadata,Onchain metadata for arbitrary contracts with optional Diamond Storage for predictable data storage locations.,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-10-10,,,"Prem Makeig (@nxt3d), Rafael Abuawad (@rafael-abuawad)",Prem Makeig (@nxt3d);Rafael Abuawad (@rafael-abuawad),165,8122,165,1,1,0.00110082,1,True,False,True,845,20,https://ethereum-magicians.org/t/erc-8049-contract-level-metadata-with-diamond-storage/25819,Contract-level onchain metadata with optional Diamond Storage for predictable storage locations.,Key-value store (string→bytes). Optional metadata hooks via ERC-8121. Diamond Storage namespace: 'erc8049.contract.metadata.storage'.
8054,Forkable ERC-20 Token,Checkpoint-based ERC-20 tokens that can be efficiently forked to distribute new tokens to existing holders.,tokens-fungible,,high,,Draft,Standards Track,ERC,2025-10-10,,,"Kevin (@kevzzsk), Fuxing (@fuxingloh)",Kevin (@kevzzsk);Fuxing (@fuxingloh),20,,20,0,1,0.00094087,1,True,False,True,1664,30,https://ethereum-magicians.org/t/erc-8054-forkable-erc-20-token/25853,Checkpoint-based ERC-20 enabling efficient token forking to distribute new tokens to existing holders.,Forked tokens inherit balances from checkpoint via lazy loading. Zero-gas distribution to holders without airdrops/claims. Checkpoint nonce prevents reorg/MEV vulnerabilities.
8056,Scaled UI Amount Extension for ERC-20 Tokens,Equity Token support for Stock Splits,tokens-fungible,,high,,Draft,Standards Track,ERC,2025-10-20,,,"Chris Ridmann (@cridmann) <chris@superstate.co>, Daniel Gretzke (@gretzke), Gilbert Shih <chung.shih@robinhood.com>, Tino Martinez Molina (@tinom9)",Chris Ridmann (@cridmann) <chris@superstate.co>;Daniel Gretzke (@gretzke);Gilbert Shih <chung.shih@robinhood.com>;Tino Martinez Molina (@tinom9),20;165,,20;165,0,2,0.00094087,1,True,True,True,1852,19,https://ethereum-magicians.org/t/erc-8056-scaled-ui-amount-extension-for-erc-20-tokens/25899,ERC-20 extension with updatable multiplier for UI amounts enabling stock splits without minting.,Multiplier uses 18 decimals (1e18=1.0). Optional conversion and balances extensions. Separate UI functions preserve backward compatibility. Planned effective timestamp for delayed updates.
8063,Groups - Membership Tokens,ERC-20 tokens representing group membership with threshold-based access control.,governance,,medium,,Final,Standards Track,ERC,2025-10-28,,,Cheng Qian (@jamesavechives) <contact@deakee.com>,Cheng Qian (@jamesavechives) <contact@deakee.com>,20;165,,20;165,0,2,0.00094087,1,True,False,True,967,18,https://ethereum-magicians.org/t/erc-8063-groups-multi-member-onchain-containers-for-shared-resources/25999,ERC-20 tokens representing group membership with threshold-based access control and tiered privileges.,Token balance = membership level. Applications define thresholds. Optional isMember() introspection. Any ERC-20 can be a Group. No minting/burning mandate.
8065,Zero Knowledge Token Wrapper,"Enables any token to be wrapped, allowing secretly burnt tokens to be reminted — making privacy a native feature of every token.",tokens-fungible,,high,,Draft,Standards Track,ERC,2025-10-18,,,"Jiahui Cui (@doublespending), 0xZPL (@0xZPL)",Jiahui Cui (@doublespending);0xZPL (@0xZPL),20;165;721;1155;6909,,20;165;721;1155;6909;7503,0,5,0.00094087,2,True,False,True,6061,21,https://ethereum-magicians.org/t/erc-8065-zero-knowledge-token-wrapper/26006,Permissionless zero-knowledge wrapper enabling privacy for existing tokens via burn-and-remint flows.,"Supports ERC-20, ERC-721, ERC-1155, ERC-6909. Relayer-enabled remint. Commitment schemes flexible (Merkle trees or accumulators). Dual workflows: ZWToken-aware and unaware."
8074,Self-Describing Bytes via EIP-712 Selectors,Defines a convention for self-describing structured data in `bytes` parameters using 4-byte selectors derived from EIP-712 type strings.,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-10-30,,,Andrew Richardson (@awrichar),Andrew Richardson (@awrichar),712,,712,0,0,0.00094087,0,True,False,False,617,11,https://ethereum-magicians.org/t/erc-8074-self-describing-bytes-via-eip-712-selectors/25649,Convention for self-describing structured data in bytes using 4-byte EIP-712 selectors and canonical wrapper.,Single-payload: selector + abi.encode(fields). Multi-payload: DataList(bytes[]) with selector 0xae74f986. Mirrors function selector pattern for compactness.
8084,Zero-knowledge proof metadata,"ZKmeta is a method to discover ZK circuit identifiers, semantic versions, verification keys, public input schemas.",infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-11-10,,,cococay (@zwowo1997),cococay (@zwowo1997),,,,0,0,0.00094087,0,True,False,True,1146,15,https://ethereum-magicians.org/t/eip-0000-standardized-zk-metadata-interface/26511,"Standardized interface for zero-knowledge proof metadata discovery (circuit ID, version, keys, schemas).","Supports multiple proof systems (Groth16, Plonk, Halo2, zkSTARK, zkVM). Proof-system ID registry extensible. Event-based updates for indexers. Hash + URI pattern for integrity."
